date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:01:19	301/301	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Nov%202012%2015:01:20%20GMT	http://digitalschool.minedu.gov.gr/robots.txt		(from )
17:01:19	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Nov%202012%2015:01:21%20GMT	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/index.html	(from )
17:01:20	37646/37646	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Nov%202012%2015:01:21%20GMT	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/index.html	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:20	2223/2223	---M--	200	added ('OK')	text/css	etag:%2228252f-8af-4c60c8c9f4d00%22	http://digitalschool.minedu.gov.gr/template/ds//ebook_fullscreen.css	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/template/ds_/ebook_fullscreen.css	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:20	8539/8539	---M--	200	added ('OK')	text/css	etag:%22761447-215b-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/style.css	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/style.css	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:21	3136/3136	---M--	200	added ('OK')	image/png	etag:%223206f2-c40-4c4ef445cc180%22	http://digitalschool.minedu.gov.gr/template/ds/img/ebook/back_grey.png	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/template/ds/img/ebook/back_grey.png	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:21	3175/3175	---M--	200	added ('OK')	image/png	etag:%223206f6-c67-4c4ef445cc180%22	http://digitalschool.minedu.gov.gr/template/ds/img/ebook/next.png	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/template/ds/img/ebook/next.png	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:21	3177/3177	---M--	200	added ('OK')	image/png	etag:%223206f8-c69-4c4ef445cc180%22	http://digitalschool.minedu.gov.gr/template/ds/img/ebook/nofullscreen.png	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/template/ds/img/ebook/nofullscreen.png	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:21	5720/5720	---M--	200	added ('OK')	image/png	etag:%223206fb-1658-4c4ef445cc180%22	http://digitalschool.minedu.gov.gr/template/ds/img/lp/logo_openeclass.png	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/template/ds/img/lp/logo_openeclass.png	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:22	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2012%20Nov%202012%2015:01:24%20GMT	http://ds-analytics.noc.uoa.gr/piwik.php?idsite=2	/var/www/moodle/uploads/book_A/ds-analytics.noc.uoa.gr/piwik0624.gif	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:23	297/297	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Nov%202012%2015:01:24%20GMT	http://ds-analytics.noc.uoa.gr/robots.txt		(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/)
17:01:24	21993/21993	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Nov%202012%2015:01:24%20GMT	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/index.html	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/)
17:01:24	8539/8539	---M--	200	added ('OK')	text/css	etag:%229626cf-215b-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/style.css	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/style.css	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/)
17:01:24	3174/3174	---M--	200	added ('OK')	image/png	etag:%22840947-c66-4c4ef445cc180%22	http://digitalschool.minedu.gov.gr/template/ds/img/ebook/back.png	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/template/ds/img/ebook/back.png	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/)
17:01:28	17176/17176	---M--	200	added ('OK')	image/jpeg	etag:%229626e8-4318-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/images/imgA100-02.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/images/imgA100-02.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/)
17:01:30	34611/34611	---M--	200	added ('OK')	image/jpeg	etag:%229626e0-8733-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/images/imgA100-01.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/images/imgA100-01.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/)
17:01:30	36751/36751	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Nov%202012%2015:01:30%20GMT	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/index.html	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:30	8539/8539	---M--	200	added ('OK')	text/css	etag:%229626cf-215b-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/style.css	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/style.css	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:31	2753/2753	---M--	200	added ('OK')	image/jpeg	etag:%22962bfa-ac1-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_activity_icon01.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_activity_icon01.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:32	6711/6711	---M--	200	added ('OK')	image/jpeg	etag:%229626e4-1a37-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/imgA101-01.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/imgA101-01.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:32	3870/3870	---M--	200	added ('OK')	image/jpeg	etag:%229626e6-f1e-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/imgA101-02.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/imgA101-02.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:34	7213/7213	---M--	200	added ('OK')	image/jpeg	etag:%229626e5-1c2d-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/imgA101-03.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/imgA101-03.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:35	58613/58613	---M--	200	added ('OK')	image/jpeg	etag:%229626df-e4f5-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/images/imgA100-03.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/images/imgA100-03.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/)
17:01:35	123091/123091	---M--	200	added ('OK')	image/jpeg	etag:%2276148e-1e0d3-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/images/img0_1.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2865,10900/images/img0_1.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/)
17:01:37	2156/2156	---M--	200	added ('OK')	image/jpeg	etag:%22962c4b-86c-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_figure_example1.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_figure_example1.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:37	1156/1156	---M--	200	added ('OK')	image/jpeg	etag:%22962c79-484-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_label_sol.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_label_sol.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:40	167948/167948	---M--	200	added ('OK')	text/html	etag:%22980183-2900c-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/extras/Experiments-Simulations/GeoGebra/kefa1_1_efarmogi/index.html	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/extras/Experiments-Simulations/GeoGebra/kefa1_1_efarmogi/index.html	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:41	3377/3377	---M--	200	added ('OK')	image/png	etag:%229626de-d31-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/experiment.png	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/experiment.png	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:42	64816/64816	---M--	200	added ('OK')	text/html	etag:%2298018a-fd30-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/extras/Experiments-Simulations/GeoGebra/kefa1_1_drastiriotita/index.html	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/extras/Experiments-Simulations/GeoGebra/kefa1_1_drastiriotita/index.html	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:42	900/900	---M--	200	added ('OK')	image/jpeg	etag:%22962c5b-384-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer01.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer01.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:42	2880/2880	---M--	200	added ('OK')	image/jpeg	etag:%22962c47-b40-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_figure_exercise1.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_figure_exercise1.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:43	905/905	---M--	200	added ('OK')	image/jpeg	etag:%22962c59-389-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer02.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer02.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:43	930/930	---M--	200	added ('OK')	image/jpeg	etag:%22962c5c-3a2-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer03.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer03.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:43	923/923	---M--	200	added ('OK')	image/jpeg	etag:%22962c61-39b-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer04.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer04.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:43	927/927	---M--	200	added ('OK')	image/jpeg	etag:%22962c62-39f-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer05.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer05.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:43	935/935	---M--	200	added ('OK')	image/jpeg	etag:%22962c5e-3a7-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer06.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer06.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:44	937/937	---M--	200	added ('OK')	image/jpeg	etag:%22962c5f-3a9-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer07.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer07.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:44	6899/6899	---M--	200	added ('OK')	image/jpeg	etag:%229626e3-1af3-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/imgA101-04.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/imgA101-04.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:44	1747/1747	---M--	200	added ('OK')	image/jpeg	etag:%22962c60-6d3-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer08.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer08.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:44	1750/1750	---M--	200	added ('OK')	image/jpeg	etag:%22962c65-6d6-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer09.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/images/tmpl_icon_exer09.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10901/)
17:01:46	51954/51954	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Nov%202012%2015:01:46%20GMT	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/index.html	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:46	1999/1999	---M--	200	added ('OK')	text/css	etag:%229626dc-7cf-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/extras/Shadowbox/shadowbox.css	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/extras/Shadowbox/shadowbox.css	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:47	8539/8539	---M--	200	added ('OK')	text/css	etag:%229626cf-215b-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/style.css	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/style.css	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:47	66006/66006	---M--	200	added ('OK')	application/x-javascript	etag:%229626da-101d6-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/extras/Shadowbox/shadowbox.js	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/extras/Shadowbox/shadowbox.js	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:49	2753/2753	---M--	200	added ('OK')	image/jpeg	etag:%22962bfa-ac1-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/tmpl_activity_icon01.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/tmpl_activity_icon01.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:50	34247/34247	---M--	200	added ('OK')	image/jpeg	etag:%229626e7-85c7-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-01.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-01.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:50	3901/3901	---M--	200	added ('OK')	image/jpeg	etag:%229626e1-f3d-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-02.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-02.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:50	3870/3870	---M--	200	added ('OK')	image/jpeg	etag:%229626e6-f1e-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA101-02.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA101-02.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:51	4339/4339	---M--	200	added ('OK')	image/jpeg	etag:%229626ec-10f3-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-03.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-03.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:51	2444/2444	---M--	200	added ('OK')	image/jpeg	etag:%229626f2-98c-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-04.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-04.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:52	1983/1983	---M--	200	added ('OK')	image/jpeg	etag:%229626e9-7bf-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-05.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-05.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:52	3025/3025	---M--	200	added ('OK')	image/jpeg	etag:%229626ef-bd1-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-06.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-06.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:52	5352/5352	---M--	200	added ('OK')	image/jpeg	etag:%229626f1-14e8-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-07.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-07.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:52	4017/4017	---M--	200	added ('OK')	image/jpeg	etag:%229626eb-fb1-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-08.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-08.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:53	1956/1956	---M--	200	added ('OK')	image/jpeg	etag:%229626ed-7a4-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-09.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-09.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:53	1809/1809	---M--	200	added ('OK')	image/jpeg	etag:%229626ea-711-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-10.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-10.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:53	2648/2648	---M--	200	added ('OK')	image/jpeg	etag:%229626ee-a58-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-11.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-11.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:53	2793/2793	---M--	200	added ('OK')	image/jpeg	etag:%229626f0-ae9-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-12.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-12.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:53	2639/2639	---M--	200	added ('OK')	image/jpeg	etag:%229626fa-a4f-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-13.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/imgA102-13.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:54	835/835	---M--	200	added ('OK')	image/jpeg	etag:%22962c67-343-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/tmpl_icon_exmpl01.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/tmpl_icon_exmpl01.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:54	1156/1156	---M--	200	added ('OK')	image/jpeg	etag:%22962c79-484-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/tmpl_label_sol.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/tmpl_label_sol.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
17:01:55	2156/2156	---M--	200	added ('OK')	image/jpeg	etag:%22962c4b-86c-0%22	http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/tmpl_figure_example1.jpg	/var/www/moodle/uploads/book_A/digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10903/images/tmpl_figure_example1.jpg	(from http://digitalschool.minedu.gov.gr/modules/ebook/show.php/DSGYM-A200/426/2866,10902/)
